rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
354,Grizzly Mountain,,2017,EBOOK,9.78163E+12,"Fantasy, Fiction, Paranormal - Shifters, Romance",Hartwood Publishing,Becca Jameson,,FALSE,1,0.69,FALSE
355,Grizzly Secret,,2017,EBOOK,9.78163E+12,"Fantasy, Fiction, Paranormal, Paranormal - Shifters, Romance",Hartwood Publishing,Becca Jameson,,FALSE,1,0.69,FALSE
356,On Becoming Potty Wise for Toddlers,,2005,EBOOK,9.78193E+12,"Family & Relationships, Toilet Training","Parent-Wise Solutions, Inc.",Gary Ezzo,,FALSE,1,0.99,FALSE
357,Profit First,,2017,AUDIOBOOK,9.78147E+12,Business,Gildan Media,Mike Michalowicz,,FALSE,1,1.84,FALSE
358,My Familiar Stranger,,2018,AUDIOBOOK,9.78198E+12,Sci-Fi & Fantasy,Tantor Audio,Victoria Danann,,FALSE,1,2.14,FALSE
359,Democracy and Social Ethics,,2013,AUDIOBOOK,9.78147E+12,Political,Gildan Media,Jane Addams,,FALSE,1,1.44,FALSE
360,The Moonstone,,2018,EBOOK,9.78197E+12,"Action & Adventure, Classics, Fiction, Literary","Dreamscape Media, LLC",Wilkie Collins,,FALSE,1,0.99,FALSE
361,Overcoming Dyslexia,,2018,AUDIOBOOK,9.78198E+12,Health & Fitness,Author's Republic,Terry M. Robertson,,FALSE,1,0.49,FALSE
362,The Boxcar Children,,2013,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Gertrude Chandler Warner,,FALSE,1,0.99,TRUE
363,Cole and Sav,,2018,AUDIOBOOK,9.78079E+12,Biography,Thomas Nelson,Cole LaBrant,,FALSE,1,3.99,FALSE
364,The Tinderbox,,2019,EBOOK,9.78149E+12,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,1.69,FALSE
365,Perv,,2014,EBOOK,9.78163E+12,"Contemporary, Fiction, Romance, Suspense",Hartwood Publishing,Becca Jameson,,FALSE,1,0.69,FALSE
366,Top 10 Secrets for Managing Credit Cards and Paying Bills Successfully,,2014,EBOOK,9.78145E+12,"Business & Economics, Young Adult Nonfiction","The Rosen Publishing Group, Inc",Therese M. Shea,,FALSE,1,1.34,FALSE
367,Ghost Friends Forever Vol. 1,,2017,COMIC,9.78155E+12,"Children's, Drama, Horror, Mystery",Papercutz,Monica Gallaher,E,FALSE,1,0.99,TRUE
368,Moby Dick,,2018,AUDIOBOOK,9.78197E+12,Classics,"Dreamscape Media, LLC",Herman Melville,,FALSE,1,2.99,FALSE
369,Chicago,,2003,MOVIE,,"Crime, Drama, Musicals",Miramax,Renee Zellweger,PG13,FALSE,1,2.98,FALSE
370,13 Going On 30,,2004,MOVIE,,"Comedy, Romance",Revolution Studios,Jennifer Garner,PG13,FALSE,1,2.99,FALSE
371,Frida,,2002,MOVIE,,"Biography, Drama",Miramax,Salma Hayek,R,FALSE,1,2.98,FALSE
372,Finding Neverland,,2004,MOVIE,,"Biography, Drama, Family",Miramax,Johnny Depp,PG,FALSE,1,2.98,TRUE
373,Radio,,2003,MOVIE,,"Drama, Sports",Revolution Studios,"Cuba Gooding, Jr.",PG,FALSE,1,2.99,FALSE
374,Zoom,,2006,MOVIE,,"Action & Adventure, Family",Revolution Studios,Tim Allen,PG,FALSE,1,2.99,TRUE
375,The Women in the Walls,,2016,EBOOK,9.78146E+12,"Family, Girls & Women, Horror, Young Adult Fiction",Harlequin,Amy Lukavics,,FALSE,1,1.69,FALSE
376,The Reasons for Marriage,,2017,EBOOK,9.78149E+12,"Fiction, Historical, Historical, Historical - Regency, Romance",MIRA Books,Stephanie Laurens,,FALSE,1,1.54,FALSE
377,Strictly Ballroom,,1993,MOVIE,,"Comedy, Drama",Miramax,Paul Mercurio,PG,FALSE,1,2.98,FALSE
378,"Tails, Tricks and Traps",,2015,EBOOK,9.78148E+12,"Beginner, Humorous Stories, Juvenile Fiction, Media Tie-in, Readers",Disney Book Group,Lisa Ann Marsoli,,FALSE,1,0.49,TRUE
379,Living In The Future's Past,,2018,MOVIE,,Documentary,Vision Films,Jeff Bridges,NRT,FALSE,1,1.99,FALSE
380,Sold on a Monday,,2018,EBOOK,9.78149E+12,"Fiction, Historical, Literary",Sourcebooks Inc,Kristina McMorris,,FALSE,1,2.29,FALSE
381,Black Enough,,2019,AUDIOBOOK,9.78006E+12,Teen,Balzer + Bray,Ibi Zoboi,,FALSE,1,0.99,FALSE
382,Anxiety Happens,,2018,AUDIOBOOK,9.78168E+12,Self Help,New Harbinger Publications,John P. Forsyth,,FALSE,1,1.29,FALSE
383,Life To My Flight,,2018,AUDIOBOOK,9.78154E+12,Romance,Tantor Audio,Lani Lynn Vale,,FALSE,1,1.64,FALSE
384,Skinned,,2018,MOVIE,,Drama,Freestyle Digital Media,Jasmine Burke,NRT,FALSE,1,1.99,FALSE
385,Do Androids Dream of Electric Sheep? Omnibus,,2015,COMIC,9.78161E+12,"Crime, Literary, Media Tie-In, Sci-Fi",BOOM!,Philip K. Dick,M,FALSE,1,1.99,FALSE
386,The Complete Wizard of Oz Collection,,2018,AUDIOBOOK,9.78198E+12,"Children's, Classics",Author's Republic,L. Frank Baum,,FALSE,1,2.99,TRUE
387,Sunny and the Princesses,Sunny Day - Season 1,2017,TELEVISION,,,Nickelodeon,Lilla Crawford,TVY,FALSE,1,1.99,TRUE
388,Style Swap,Sunny Day - Season 1,2017,TELEVISION,,,Nickelodeon,Lilla Crawford,TVY,FALSE,1,1.99,TRUE
389,Pups Save an Elephant Family/Pups and the Mischievous Kittens,PAW Patrol - Season 4,2015,TELEVISION,,Children's,Nickelodeon,Devan Cohen,TVY,FALSE,1,1.99,TRUE
390,Pups' Adventures in Babysitting/Pups Save the Fireworks,PAW Patrol - Season 4,2015,TELEVISION,,Children's,Nickelodeon,Devan Cohen,TVY,FALSE,1,1.99,TRUE
391,The Hunger Games (Special Edition),,2018,AUDIOBOOK,9.78134E+12,Teen,Scholastic,Suzanne Collins,,FALSE,1,1.99,FALSE
392,The Ninjabread Man,,2018,EBOOK,9.78168E+12,"Adaptations, Beginner, Fairy Tales & Folklore, Juvenile Fiction, Readers","Triangle Interactive, LLC",Katrina Charman,,FALSE,1,2.69,TRUE
393,Sir Cumference And All The King's Tens,,2018,EBOOK,9.78168E+12,"Adventure & Adventurers, Arithmetic, Juvenile Nonfiction, Mathematics","Triangle Interactive, LLC",Cindy Neuschwander,,FALSE,1,1.29,TRUE
394,Sir Cumference And The Sword In The Cone,,2018,EBOOK,9.78168E+12,"Adventure & Adventurers, Geometry, Juvenile Nonfiction, Mathematics","Triangle Interactive, LLC",Cindy Neuschwander,,FALSE,1,1.29,TRUE
395,Think and Grow Rich,,2018,AUDIOBOOK,9.78197E+12,Self Help,"Dreamscape Media, LLC",Napoleon Hill,,FALSE,1,2.99,FALSE
396,American Gods Vol. 1: Shadows,,2018,COMIC,9.78151E+12,"Action & Adventure, Crime, Horror, Media Tie-In, Teen",Dark Horse Comics,Neil Gaiman,PA,FALSE,1,1.29,FALSE
397,Until We Touch,,2014,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",HQN Books,Susan Mallery,,FALSE,1,1.54,FALSE
398,Broken Throne,,2019,AUDIOBOOK,9.78006E+12,Teen,HarperCollins,Victoria Aveyard,,FALSE,1,3.99,FALSE
399,London's Glory,,2018,AUDIOBOOK,9.78151E+12,Mystery,W F Howes,Christopher Fowler,,FALSE,1,1.84,FALSE
400,Identity,,2016,EBOOK,9.78146E+12,"Fiction, Mystery & Detective, Romance, Suspense, Suspense, Thrillers",HQN Books,Suzanne Brockmann,,FALSE,1,1.34,FALSE
401,Pete The Cat,,2018,MUSIC,,Children's,"Alcon Sleeping Giant (ASG) Records, a Division of ASG Music Group, LLC",Pete The Cat,,FALSE,1,1.49,TRUE
402,The Stand,,2014,AUDIOBOOK,9.78384E+12,Horror,Lübbe Audio,Stephen King,,FALSE,1,2.99,FALSE
403,Sunrise,,2009,EBOOK,9.78006E+12,"Action & Adventure, Animals, Cats, Fantasy & Magic, Juvenile Fiction",HarperCollins Publishers,Erin Hunter,,FALSE,1,1.14,TRUE
404,The Forgotten Warrior,,2011,EBOOK,9.78006E+12,"Action & Adventure, Animals, Cats, Fantasy & Magic, Juvenile Fiction",HarperCollins Publishers,Erin Hunter,,FALSE,1,1.14,TRUE
405,The Boys Omnibus Vol. 1,,2019,COMIC,9.78152E+12,"Drama, Horror, Superhero",Dynamite Entertainment,Garth Ennis,M,FALSE,1,,FALSE
406,A.X.L.,,2018,MOVIE,,"Action & Adventure, Family",Global Road Entertainment,Alex Neustaedter,PG,FALSE,1,1.99,TRUE
407,Sydney Noir,,2019,EBOOK,9.78162E+12,"Anthologies (multiple Authors), Collections & Anthologies, Fiction, International Crime & Mystery, Mystery & Detective, Noir",Akashic Books,Various Authors,,FALSE,1,1.69,FALSE
408,Hal Koerner's Field Guide to Ultrarunning,,2018,AUDIOBOOK,9.78198E+12,Sports,Tantor Audio,Hal Koerner,,FALSE,1,1.64,FALSE
409,The Gown,,2018,EBOOK,9.78006E+12,"Fiction, Historical, Historical - 20th Century, Romance, Sagas",HarperCollins Publishers,Jennifer Robson,,FALSE,1,0.99,FALSE
410,Earth Magic,,2003,EBOOK,9.78163E+12,"Body, Mind & Spirit, Esp (clairvoyance, Precognition, Telepathy), Parapsychology, Religion, Wicca, Witchcraft",Red Wheel Weiser,Marion Weinstein,,FALSE,1,1.79,FALSE
411,Shazam!: A Celebration of 75 Years,,2015,COMIC,9.7814E+12,"Action & Adventure, Media Tie-In, Superhero, Teen",DC Comics,Various Authors,T,FALSE,1,3.99,FALSE
412,Unf#ck Your Brain,,2017,EBOOK,9.78162E+12,"Anxieties & Phobias, Mental Health, Personal Growth, Post-traumatic Stress Disorder (ptsd), Psychology, Psychopathology, Self-help",Microcosm Publishing,"Faith G. Harper, PhD, LPC-S, ACS, ACN",,FALSE,1,,FALSE
413,Unf#ck Your Brain,,2017,EBOOK,9.78162E+12,"Anxieties & Phobias, Mental Health, Personal Growth, Post-traumatic Stress Disorder (ptsd), Psychology, Psychopathology, Self-help",Microcosm Publishing,"Faith G. Harper, PhD, LPC-S, ACS, ACN",,FALSE,1,0.49,FALSE
414,The Adventure of the Egyptian Tomb,,2019,AUDIOBOOK,9.78197E+12,"Classics, Mystery","Dreamscape Media, LLC",Agatha Christie,,FALSE,1,0.99,FALSE
415,The Double Clue,,2019,AUDIOBOOK,9.78197E+12,"Classics, Mystery","Dreamscape Media, LLC",Agatha Christie,,FALSE,1,,FALSE
416,Pokemon V,,2003,MOVIE,,"Anime, Children's",Miramax,Veronica Taylor,G,FALSE,1,2.98,TRUE
417,A Danger to Herself and Others,,2019,EBOOK,9.78149E+12,"Contemporary, Mental Illness, Physical & Emotional Abuse, Romance, Social Themes, Thrillers & Suspense, Young Adult Fiction",Sourcebooks Inc,Alyssa Sheinmel,,FALSE,1,0.74,FALSE
418,Big Nate,,2014,EBOOK,9.78006E+12,"Comics & Graphic Novels, Friendship, Humorous, Humorous Stories, Juvenile Fiction, Social Themes",HarperCollins Publishers,Lincoln Peirce,,FALSE,1,1.49,TRUE
419,A Perfect Silhouette,,2019,EBOOK,9.78149E+12,"Christian, Fiction, Historical, Historical, Romance, Romance",Baker Publishing Group,Judith Miller,,FALSE,1,0.79,FALSE
420,Double Tap,,2019,AUDIOBOOK,9.78198E+12,Romance,Tantor Audio,Lani Lynn Vale,,FALSE,1,1.64,FALSE
421,A Year of Pot Holders,,2018,EBOOK,9.78164E+12,"Crafts & Hobbies, Quilts & Quilting",Annie's,Barbara Clayton,,FALSE,1,0.69,FALSE
422,"So Close to Being the Sh*t, Y'all Don't Even Know",,2018,AUDIOBOOK,9.78143E+12,"Biography, Comedy",Macmillan Audio,Retta,,FALSE,1,3.99,FALSE
423,Frank Capra's Pocketful Of Miracles,,1961,MOVIE,,"Comedy, Romance",MGM,Glenn Ford,NRC,FALSE,1,2.99,FALSE
424,Nature's Best Hope,,2020,EBOOK,9.7816E+12,"Environmental Conservation & Protection, Environmental Science, Gardening, Nature, Organic, Science",Timber Press,Douglas W. Tallamy,,FALSE,1,1.14,FALSE
425,The Book Woman of Troublesome Creek,,2019,AUDIOBOOK,9.78198E+12,Drama,Blackstone Publishing,Kim Michele Richardson,,FALSE,1,1.87,FALSE
426,The Book Woman of Troublesome Creek,,2019,AUDIOBOOK,9.78198E+12,Drama,Blackstone Publishing,Kim Michele Richardson,,FALSE,1,2.49,FALSE
427,Mind Over Clutter,,2019,AUDIOBOOK,9.78001E+12,Self Help,HarperCollins Publishers UK,Nicola Lewis,,FALSE,1,3.99,FALSE
428,The Accident,,2019,EBOOK,9.78065E+12,"Crime, Domestic, Fiction, Psychological, Psychological, Thrillers",The Last Word,Natalie Barelli,,FALSE,1,1.29,FALSE
429,In The Guise of Death,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
430,The Seed of Cunning,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
431,In Divine Proportion,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
432,Natural Causes,Inspector Lynley Mysteries  - Season 5,2006,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
433,The Word of God,Inspector Lynley Mysteries  - Season 4,2005,TELEVISION,,"Crime, Drama",BBC Studios,Nathaniel Parker,TV14,FALSE,1,1.99,FALSE
434,The Summer Cottage,,2019,AUDIOBOOK,9.78149E+12,Fiction,Harlequin Audio,Viola Shipman,,FALSE,1,0.99,FALSE
435,Drop Dead Divas,,2010,EBOOK,9.78194E+12,"Fiction, Mystery & Detective, Women, Women Sleuths",BelleBooks Inc.,Virginia Brown,,FALSE,1,0.49,FALSE
436,Dixie Divas,,2009,EBOOK,9.78194E+12,"Fiction, Mystery & Detective, Women, Women Sleuths",BelleBooks Inc.,Virginia Brown,,FALSE,1,0.49,FALSE
437,The Man Who Killed Hitler and then The Bigfoot,,2019,MOVIE,,Action & Adventure,RLJ Entertainment,Sam Elliott,NRA,FALSE,1,1.99,FALSE
438,The Flight Girls,,2019,AUDIOBOOK,9.78149E+12,Fiction,Harlequin Audio,Noelle Salazar,,FALSE,1,3.99,FALSE
439,Ghost Wall,,2019,AUDIOBOOK,9.78125E+12,Drama,Macmillan Audio,Sarah Moss,,FALSE,1,2.29,FALSE
440,The Boys Omnibus Vol. 2,,2019,COMIC,9.78152E+12,,Dynamite Entertainment,Garth Ennis,M,FALSE,1,,FALSE
441,As Long as We Both Shall Live,,2019,AUDIOBOOK,9.78125E+12,Mystery,Macmillan Audio,JoAnn Chaney,,FALSE,1,3.99,FALSE
442,The Wife Between Us,,2018,AUDIOBOOK,9.78143E+12,Fiction,Macmillan Audio,Greer Hendricks,,FALSE,1,3.99,FALSE
443,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",,2019,MUSIC,,Alternative,Darkroom/Interscope Records,Billie Eilish,,FALSE,1,1.49,FALSE
444,Episode 7,Death in Paradise - Season 1,2011,TELEVISION,,"Drama, Mystery",BBC Studios,Ben Miller,TVPG,FALSE,1,1.49,FALSE
445,Episode 6,Death in Paradise - Season 1,2011,TELEVISION,,"Drama, Mystery",BBC Studios,Ben Miller,TVPG,FALSE,1,1.49,FALSE
446,Episode 1,Death in Paradise - Season 2,2013,TELEVISION,,"Drama, Mystery",BBC Studios,Ben Miller,TVPG,FALSE,1,1.49,FALSE
447,Episode 8,Death in Paradise - Season 1,2011,TELEVISION,,"Drama, Mystery",BBC Studios,Ben Miller,TVPG,FALSE,1,1.49,FALSE
448,Episode 5,Death in Paradise - Season 1,2011,TELEVISION,,"Drama, Mystery",BBC Studios,Ben Miller,TVPG,FALSE,1,1.49,FALSE
449,The Timepiece,,2019,EBOOK,9.78149E+12,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,0.79,FALSE
450,Aladdin Read-Along Storybook,,2019,EBOOK,9.78137E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Various Authors,,FALSE,1,0.99,TRUE
451,"Forsyte Saga, Season 1, Episode 1",Forsyte Saga - Season 1,2003,TELEVISION,,Drama,PBS,Damian Lewis,TVPG,FALSE,1,1.49,FALSE
452,A Horse for Elsie,,2018,EBOOK,9.78168E+12,"Amish & Mennonite, Christian, Clean & Wholesome, Fiction, Historical - 20th Century, Religious, Romance, Romance",Good Books,Linda Byler,,FALSE,1,0.99,FALSE
453,Home on Huckleberry Hill,,2019,AUDIOBOOK,9.78152E+12,"Christian Romance, Romance",Tantor Audio,Jennifer Beckstrand,,FALSE,1,2.44,FALSE
454,"The Complete Book of Spells, Curses, and Magical Recipes",,2011,EBOOK,9.78163E+12,"Ancient Mysteries & Controversial Knowledge, Body, Mind & Spirit, Channeling & Mediumship, Magick Studies, Religion, Wicca, Witchcraft",Skyhorse,Leonard R. N. Ashley,,FALSE,1,1.29,FALSE
455,Murder at Blackburn Hall,,2019,AUDIOBOOK,9.78195E+12,Mystery,Findaway Voices,Sara Rosett,,FALSE,1,1.69,FALSE
456,Mata Hari,,2019,COMIC,9.78151E+12,"Crime, Literary",Dark Horse Comics,Emma Beeby,M,FALSE,1,0.59,FALSE
457,"Sonic the Hedgehog, Vol. 1: Fallout",,2018,COMIC,9.78168E+12,"Action & Adventure, Children's, Media Tie-In",IDW Publishing,Ian Flynn,E,FALSE,1,0.99,TRUE
458,Pilot,Angie Tribeca - Season 1,2016,TELEVISION,,,TBS,Rashida Jones,TV14,FALSE,1,,FALSE
459,Field of Screams,Impractical Jokers - Season 3,2011,TELEVISION,,"Comedy, Reality TV",truTV,Sal Vulcano,TV14,FALSE,1,0.99,FALSE
460,Bonus Footage,Impractical Jokers - Season 3,2011,TELEVISION,,"Comedy, Reality TV",truTV,Sal Vulcano,TV14,FALSE,1,0.99,FALSE
461,Eclipse,,2019,AUDIOBOOK,9.78006E+12,"Children's, Sci-Fi & Fantasy",HarperCollins,Erin Hunter,,FALSE,1,3.99,TRUE
462,Sunrise,,2019,AUDIOBOOK,9.78006E+12,"Children's, Sci-Fi & Fantasy",HarperCollins,Erin Hunter,,FALSE,1,3.99,TRUE
463,Long Shadows,,2019,AUDIOBOOK,9.78006E+12,"Children's, Sci-Fi & Fantasy",HarperCollins,Erin Hunter,,FALSE,1,3.99,TRUE
464,Star Wars Special,,2005,MOVIE,,"Animation & Cartoons, Comedy",Adult Swim,Seth Green,NRT,FALSE,1,0.99,FALSE
465,Cleaning the Gold,,2019,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Karin Slaughter,,FALSE,1,3.49,FALSE
466,Toy Story 4 Read-Along Storybook,,2019,EBOOK,9.78137E+12,"Friendship, Juvenile Fiction, Media Tie-in, Social Themes, Toys, Dolls & Puppets",Disney Book Group,Various Authors,,FALSE,1,0.99,TRUE
467,Sea Witch Rising,,2019,AUDIOBOOK,9.78006E+12,"Romance, Teen",Katherine Tegen Books,Sarah Henning,,FALSE,1,3.99,FALSE
468,The Inside Man,,2019,AUDIOBOOK,9.78152E+12,Mystery,Tantor Audio,M. A. Rothman,,FALSE,1,1.84,FALSE
469,The Book Woman of Troublesome Creek,,2019,EBOOK,9.78149E+12,"Fiction, Historical, Small Town & Rural, Women",Sourcebooks Inc,Kim Michele Richardson,,FALSE,1,0.79,FALSE
470,Beyond Small Talk,,2019,EBOOK,9.78151E+12,"Business Communication, Business & Economics, Communication & Social Skills, Motivational & Inspirational, Personal Success, Self-help",Skyhorse,King Patrick,,FALSE,1,1.29,FALSE
471,Total Survival,,2019,EBOOK,9.78151E+12,"House & Home, Natural Disasters, Nature, Personal & Practical Guides, Reference, Security, Survival & Emergency Preparedness, Sustainable Living",Skyhorse,James C. Jones,,FALSE,1,1.29,FALSE
472,With the Fire on High,,2019,EBOOK,9.78006E+12,"Coming Of Age, Cooking & Food, People & Places, United States - Hispanic & Latino, Young Adult Fiction",HarperCollins Publishers,Elizabeth Acevedo,,FALSE,1,1.99,FALSE
473,Your Healthy Food,,2019,EBOOK,9.78193E+12,"Health & Fitness, Healthy Living",Tablo Publishing,Light Sight,,FALSE,1,0.49,FALSE
474,Terra's Little Family Special,Little Women LA Terra's Little Family - Season 1,2015,TELEVISION,,"Home & Lifestyle, Reality TV",A+E Networks,Joe Gnoffo,TVPG,FALSE,1,1.49,FALSE
475,"Big Risk, Little Baby",Little Women LA Terra's Little Family - Season 1,2015,TELEVISION,,"Home & Lifestyle, Reality TV",A+E Networks,Joe Gnoffo,TVPG,FALSE,1,0.99,FALSE
476,Year of Pot Holders 2,,2019,EBOOK,9.78164E+12,"Crafts & Hobbies, Quilts & Quilting",Annie's,Carolyn S Vagts,,FALSE,1,0.69,FALSE
477,Energy Anatomy,,2007,AUDIOBOOK,9.7816E+12,Health & Fitness,Sounds True,Caroline Myss,,FALSE,1,,FALSE
478,Radical Self-Acceptance,,2009,AUDIOBOOK,9.7816E+12,Self Help,Sounds True,"Tara Brach, Ph.D.",,FALSE,1,1.29,FALSE
479,The Eckhart Tolle Audio Collection,,2007,AUDIOBOOK,9.7816E+12,Inspirational,Sounds True,Eckhart Tolle,,FALSE,1,1.69,FALSE
480,The Biology of Belief,,2007,AUDIOBOOK,9.7816E+12,Nonfiction,Sounds True,Bruce H. Lipton,,FALSE,1,1.29,FALSE
481,We All Expected to Die,,2018,EBOOK,9.78189E+12,"Disease & Health Issues, History, Indigenous Studies, Social History, Social Science",ISER Books,Anne Budgell,,FALSE,1,1.04,FALSE
482,Little Fires Everywhere by Celeste Ng,,2019,EBOOK,9.78281E+12,"Book Notes, Literary Collections, Literary Criticism, Study Aids, Study Guides",Primento Digital,Various Authors,,FALSE,1,0.34,FALSE
483,The Professor and the Madman,,2019,MOVIE,,"Drama, Indie",Vertical Entertainment,Mel Gibson,NRA,FALSE,1,1.99,FALSE
484,Secretive,,2015,AUDIOBOOK,9.78195E+12,Mystery,Findaway Voices,Sara Rosett,,FALSE,1,1.69,FALSE
485,Sex Tips for Straight Women from a Gay Man,,2012,EBOOK,9.78006E+12,"Adult, Health & Fitness, Humor, Sexuality, Topic",HarperCollins Publishers,Dan Anderson,,FALSE,1,1.14,FALSE
486,The Egyptian Antiquities Murder,,2019,AUDIOBOOK,9.78195E+12,Mystery,Findaway Voices,Sara Rosett,,FALSE,1,,FALSE
487,The Egyptian Antiquities Murder,,2019,AUDIOBOOK,9.78195E+12,Mystery,Findaway Voices,Sara Rosett,,FALSE,1,1.49,FALSE
488,My First Album,,2019,MUSIC,,Children's,eOne Music Canada,Peppa Pig,,FALSE,1,1.49,TRUE
489,Neither here nor there,,2015,EBOOK,9.78006E+12,"Essays, Essays & Travelogues, Form, Humor, Topic, Travel, Travel",HarperCollins Publishers,Bill Bryson,,FALSE,1,1.99,FALSE
490,The Long Cosmos,,2016,EBOOK,9.78006E+12,"Action & Adventure, Fiction, Science Fiction",HarperCollins Publishers,Terry Pratchett,,FALSE,1,1.14,FALSE
491,The Ten-Cent Plague,,2009,AUDIOBOOK,9.78198E+12,History,Blackstone Publishing,David Hajdu,,FALSE,1,2.24,FALSE
492,Catching Fire,,2019,AUDIOBOOK,9.78134E+12,"Sci-Fi & Fantasy, Teen",Scholastic,Suzanne Collins,,FALSE,1,2.29,FALSE
493,Master Z,,2019,MOVIE,,"Action & Adventure, Drama",Well Go USA,Max Zhang,NRA,FALSE,1,1.99,FALSE
494,Deadly Intentions,,2015,AUDIOBOOK,9.78199E+12,"Mystery, Sci-Fi & Fantasy",Findaway Voices,Leighann Dobbs,,FALSE,1,1.49,FALSE
495,Return,,2019,AUDIOBOOK,9.78164E+12,Sci-Fi & Fantasy,Morgan Rice,Morgan Rice,,FALSE,1,1.24,FALSE
496,Naughty Neighbor,,2009,EBOOK,9.78006E+12,Fiction,HarperCollins Publishers,Janet Evanovich,,FALSE,1,1.14,FALSE
497,Fearfully and Wonderfully,,2019,EBOOK,9.78083E+12,"Christian Living, Healing, Human Anatomy & Physiology, Inspirational, Life Sciences, Medical, Religion, Religion & Science, Science",InterVarsity Press,Paul Brand,,FALSE,1,1.24,FALSE
498,Children of Blood and Bone,,2018,AUDIOBOOK,9.78143E+12,"Sci-Fi & Fantasy, Teen",Macmillan Audio,Tomi Adeyemi,,FALSE,1,3.99,FALSE
499,Twelfth Night,,2008,COMIC,9.78162E+12,"Children's, Drama",Magic Wagon,William Shakespeare,E,FALSE,1,1.59,TRUE
500,The Husband Hunters,,2018,AUDIOBOOK,9.78143E+12,"Biography, History",Macmillan Audio,Anne de Courcy,,FALSE,1,3.99,FALSE
501,Die by the Gun,,2018,EBOOK,9.78079E+12,"Fiction, Westerns",Pinnacle Books,William W. Johnstone,,FALSE,1,0.99,FALSE
502,The Perfect Christian,,2012,EBOOK,9.78162E+12,"African American, Christian, Fiction, Urban, Women",Urban Books,E.N. Joy,,FALSE,1,1.29,FALSE
503,To the Power of Three,,2009,EBOOK,9.78006E+12,"Crime, Fiction, Hard-boiled, Mystery & Detective, Suspense, Thrillers",HarperCollins Publishers,Laura Lippman,,FALSE,1,1.99,FALSE
504,Blizzard Buddies Go Camping,,2019,EBOOK,9.78164E+12,"Crafts & Hobbies, Quilts & Quilting",Annie's,Pearl Louise Krush,,FALSE,1,0.69,FALSE
505,Dr. Feelgood,,2016,EBOOK,9.78162E+12,"African American, African American, Fiction, Romance, Urban, Women",Urban Books,Christian Keyes,,FALSE,1,0.69,FALSE
506,When Food Is Food and Love Is Love,,2007,AUDIOBOOK,9.7816E+12,Health & Fitness,Sounds True,Geneen Roth,,FALSE,1,1.49,FALSE
507,Avengers by Jason Aaron Vol. 1: The Final Host,,2019,COMIC,9.7813E+12,"Media Tie-In, Superhero, Teen",Marvel Entertainment,Jason Aaron,T,FALSE,1,,FALSE
508,Private Property,,2019,EBOOK,9.78162E+12,"African American, Fiction, Urban",Urban Books,La Jill Hunt,,FALSE,1,1.49,FALSE
509,Butchery of the Mountain Man,,2012,EBOOK,9.78079E+12,"Action & Adventure, Fiction, Historical, Westerns",Pinnacle Books,William W. Johnstone,,FALSE,1,0.99,FALSE
510,Colter's Journey,,2017,EBOOK,9.78079E+12,"Action & Adventure, Fiction, Historical, Westerns",Pinnacle Books,William W. Johnstone,,FALSE,1,0.99,FALSE
511,House of Whispers Vol. 1: Power Divided,,2019,COMIC,9.78178E+12,"Fantasy, Fiction",DC Comics,Nalo Hopkinson,M,FALSE,1,2.49,FALSE
512,Are You My Monster?,,2019,EBOOK,9.78195E+12,"Friendship, Juvenile Fiction, Monsters, Social Themes",Flashlight Press,Amanda Noll,,FALSE,1,0.34,TRUE
513,Collateral Damage,,2020,EBOOK,9.78149E+12,"Christian, Fiction, Romance, Romance, Suspense, Suspense",Baker Publishing Group,Lynette Eason,,FALSE,1,0.79,FALSE
514,Veiled in Smoke,,2020,EBOOK,9.78149E+12,"Christian, Fiction, Historical, Historical, Religious",Baker Publishing Group,Jocelyn Green,,FALSE,1,0.79,FALSE
515,Made to Move Mountains,,2020,EBOOK,9.78149E+12,"Christian Living, Inspirational, Religion, Spiritual Growth, Women's Interests",Baker Publishing Group,Kristen Welch,,FALSE,1,0.79,FALSE
516,The Missing Ones,,2019,EBOOK,9.7815E+12,"Fiction, Mystery & Detective, Police Procedural, Psychological",Kensington Books,Edwin Hill,,FALSE,1,2.29,FALSE
